id,title,url,source_name,source_type,country,published_at,fetched_at,primary_category,categories,score,matched_keywords,deadline_at,summary
166,KIP高度外国人材インターンシップ受入奨励金,https://www.kipc.or.jp/topics/information/r8internshipsubsidy/,神奈川 外国人材活用支援,page,,,2026-07-17T05:07:34.037936+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,3,外国人材,,Source page: https://www.kipc.or.jp/business-support/productivity/foreign-talent/ / 令和8年度 KIP高度外国人材インターンシップ受入奨励金チラシ 概要 名称 KIP高度外国人材インターンシップ受入奨励金 要綱 KIP高度外国人材インターンシップ受入奨励金交付要綱 対象事業 【対象企業】 県内に本社または事業所を有する中小企業者 であること 【対象となるインター / 【提出先】 公益財団法人神奈川産業振興センター 経営支援部国際課 かながわ外国人材活用支援ステーション kana-st@kipc.or.jp お問い合わせ 担当 ：国際課・かながわ外国人材活用支援ステーション TEL ：045-63…
154,令和8年度「グローバル人材育成の基盤形成事業（異文化理解ステップアップ事業）」の公募について,https://www.mext.go.jp/b_menu/boshu/detail/mext_00508.html,文部科学省 公募情報,page,,2026-02-16T00:00:00+00:00,2026-07-17T05:07:34.037909+00:00,公募・補助金・プロポーザル,公募・補助金・プロポーザル;その他,4,公募,2026-03-09,Source page: https://www.mext.go.jp/b_menu/boshu/index.htm / 2．採択までのスケジュール（予定） 公募開始 令和8年2月16日（月曜日） 提出期限 令和8年3月9日（月曜日）午前10時 採択先の決定（予定） 令和8年3月下旬 ※審査の状況などにより変更する場合がある。 / 3．公募要領 詳細については、下記の公募要領等を御覧ください。 / 1．事業の趣旨 「グローバル人材育成の基盤形成事業（異文化理解ステップアップ事業）」は、海外で日本語を専攻している外国人高校生を4～6週間程度、我が国に招致して、一般家庭でのホームステイや高等学校への体験入学等の活動を通じ、日本の社会や文… / でのスケジュール（予定） 公募開始 令和8年2月16日（月曜日） 提出期限 令和8年3月9日（月曜日）午前10時 採択先の決定（予定） 令和8年3月下旬 ※審査の状況などにより変更する場合がある。 3．公募要領 詳細について
153,令和９年度マレーシア政府派遣留学生予備教育派遣教員の募集（退職教員対象）について,https://www.mext.go.jp/b_menu/boshu/detail/mext_00535.html,文部科学省 公募情報,page,,2026-06-03T00:00:00+00:00,2026-07-17T05:07:34.037876+00:00,公募・補助金・プロポーザル,公募・補助金・プロポーザル;ニュース（日本語教育）,7,公募;留学生,2026-07-24,Source page: https://www.mext.go.jp/b_menu/boshu/index.htm / この度、令和9年度の派遣教員について、高等学校等の教員として勤務し、退職をした方を対象として、以下のとおり募集を行います。 / 2 募集する教科及び採用予定人数 数学、物理、化学のいずれかを担当する者（各教科若干名） 3 応募要件 以下の要件全てを満たす者を対象とします。 / 【提出用フォーム】 令和9年度マレーシア派遣教員応募書類提出（公募） 【提出期限】 令和8年7月24日（金曜日）17時00分（厳守） なお、データでの御提出が出来ない場合は、応募書類一式を（3）の「応募書類提出先」まで御提出ください。
183,THÔNG TIN CHO NGƯỜI LAO ĐỘNG ĐI LÀM VIỆC TẠI THỊ TRƯỜNG NHẬT BẢN,https://vieclamngoainuoc.dolab.gov.vn/loai-hinh/SSW,ベトナム DOLAB-JICA 特定技能情報,overseas_official,ベトナム,,2026-07-17T05:07:34.037827+00:00,ニュース（外国人・ビザ）,ニュース（日本語教育）;ニュース（外国人・ビザ）;その他,21,EPA;Nhật Bản;lao động;介護人材;特定技能;技能実習;JFT-Basic,,日本語概要: 日本の特定技能制度に関するベトナム側の案内です。技能実習プログラムにも触れています。EPAの看護・介護人材に関係します。日本語要件や JFT-Basic/JLPT に関係します。送り出し事業者・費用負担に関する注意事項が含まれます。 / 原文抜粋: THÔNG TIN CHO NGƯỜI LAO ĐỘNG ĐI LÀM VIỆC TẠI THỊ TRƯỜNG NHẬT BẢN THÔNG TIN CHO NGƯỜI LAO … / Source page: https://vieclamngoainuoc.dolab.gov.vn/loai-hinh/SSW
233,"Kiều hối rời Nhật Bản lập kỷ lục, Việt Nam là điểm đến hàng đầu",https://news.google.com/rss/articles/CBMitAFBVV95cUxOY3RGRUpnZ2tqRDNMdmFFMF9GNzgySWZVN093MW5VcmwtTUNOY0xpUnVhX1NlRlZOVndzSGNNcUhqV25OS1dxSk5pYnpUa2lyNHhoaS1xZTFvUGxkLXdHdko5ZWdBNzl6VmRYS0FBSEkzbGZVdzBlZElvbmM3a2tnMG9rcDlZNGdkS1hydkp2NGFaOFgwVE93eHlsOXBGNTJ3VEtUMTlhSlhacU5qWVZwSDlSb3g?oc=5,Google News: Vietnam: Japan workers,google_news,ベトナム,2026-07-15T01:59:00+00:00,2026-07-17T05:07:34.037416+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,4,外国人材;Nhật Bản,,"日本語概要: ベトナム発の日本就労・外国人材関連情報です。 / 原文抜粋: Kiều hối rời Nhật Bản lập kỷ lục, Việt Nam là điểm đến hàng đầu Kiều hối rời Nhật Bản lập…"
237,"Japan Working Visa Permit: Requirements, Process & Eligibility - Y-Axis Overseas Careers",https://news.google.com/rss/articles/CBMiUEFVX3lxTE1KWExrcWwzVDhrM0dicDhVQ2RPVGM0S3VXRElVYThSZEg3aE9FOEtIMW0tazVLeklUVFFOVkpfaFo2ZmIzRF8tZWNkaHNRMmtv?oc=5,Google News: Philippines: Japan work,google_news,フィリピン,2026-07-16T10:44:25+00:00,2026-07-17T05:07:34.037391+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,3,外国人材,,"日本語概要: フィリピン発の日本就労・外国人材関連情報です。 / 原文抜粋: Japan Working Visa Permit: Requirements, Process & Eligibility - Y-Axis Overseas Careers …"
224,ベトナム人に生活講座　横浜市国際交流協会が伊勢佐木町のレストランで〈横浜市中区・横浜市西区・横浜市南区〉,https://news.google.com/rss/articles/CBMie0FVX3lxTE9fd1N0MzRhZlhEeTgyZ3JYZ2pSMmZpRFNvbkZCOXNnTnBzRG5TdUJkQTVNSnhWSkpBdlZqUU5hU1VqVVJJY090clFWUkR2RlR0aTE3RXRXcDljUzV1OEV1aHhmME9lcjNfTllta3g0blcyRUlEcGJUZlBpONIBgAFBVV95cUxNdWVoRm5KOXBZZFI0VjlzZDhoMWk0Z2I3QUx1ZncyTXZjTXNUVW83ZUYyQ05nRGh4WW1MTGdlejlPcE9PQUFwY0xhdXloTkFrbnN1S0hfY19pbEEwVGdCYXRfWmV1SGY3SGtKc09OZ2NMM0RxNEtYWjdNcGdPcEFEZw?oc=5,Google News: 国際交流協会 日本語教室 委託,google_news,,2026-07-12T23:00:00+00:00,2026-07-17T05:07:34.037365+00:00,その他,その他,4,国際交流協会,,ベトナム人に生活講座 横浜市国際交流協会が伊勢佐木町のレストランで〈横浜市中区・横浜市西区・横浜市南区〉 ｄメニューニュース
232,災害時の外国人支援学ぶ 自治体職員 翻訳アプリでやり取り 和歌山 ／和歌山,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBTVWdJV3lNb0p3akNkX2tHWnUzbVFfVmtXeWdmYmtWclZSbUpzdGU4bVg5WVF1VFlPTW5scjJyTjRueVVxTnd3aVBLcUVwaHViRk9fa0VBUkl5WFJrc0VXVkR4czFiZHIt?oc=5,Google News: 外国人材 補助金 自治体,google_news,,2026-07-14T20:04:16+00:00,2026-07-17T05:07:34.037341+00:00,その他,その他,3,自治体,,災害時の外国人支援学ぶ 自治体職員 翻訳アプリでやり取り 和歌山 ／和歌山 毎日新聞
236,高度外国人材採用・インターンシップ支援のご案内（神奈川県・ＫＩＰ）,https://news.google.com/rss/articles/CBMiWEFVX3lxTE41V3dPUHJIcU8wdl9NT3VGS2g5YklMb1hEUGRSejBpTnAtRjVSVVktQzVlRkM3V2F4Sjc1TFVXS0xfd3Jtb3FaVkVqWjRhVEdBUTUtQ2x1UVI?oc=5,Google News: 神奈川県 外国人材 補助金 公募,google_news,,2026-07-16T05:30:25+00:00,2026-07-17T05:07:34.037314+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,3,外国人材,,高度外国人材採用・インターンシップ支援のご案内（神奈川県・ＫＩＰ） 藤沢商工会議所
209,高知県内初、育成就労外国人施設開業へ 旧夜須保育所を民間貸し出し ベトナムやインド出身者らを最大１００人受け入れ 香南市で２０２７年春,https://news.google.com/rss/articles/CBMiX0FVX3lxTE81NGcyREZVQ1oxeDVpVlJvX2hNeks2ODM1VUtIcDhEZ2V1MXhXcUIwTTRCcjgtY2JJbWJUdXdDXzFuRlU5OVJQOXdkNFdrZVJUeTVDVEpwTGVITzFqOWRF?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-06T23:39:00+00:00,2026-07-17T05:07:34.037271+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）,4,育成就労,,高知県内初、育成就労外国人施設開業へ 旧夜須保育所を民間貸し出し ベトナムやインド出身者らを最大１００人受け入れ 香南市で２０２７年春 kochinews.co.jp
208,外国人 100時間日本語講座 川崎市川崎区、来月から 育成就労施行見据え,https://news.google.com/rss/articles/CBMibEFVX3lxTE8waE1fY0lxQ2puSTRrN3FEaS1BWHVQRVBnVzhZd1NLWFZDNEZmak9Qb0h1bjdLR0xra2JmSlhvQ2dzWkQwSEs1TDN5YV9oTFNrWm5Hd1RPb2diVHBfZzdUTzZISjN3SjZFVDF5cw?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-07T17:00:00+00:00,2026-07-17T05:07:34.037252+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）,4,育成就労,,外国人 100時間日本語講座 川崎市川崎区、来月から 育成就労施行見据え 日本経済新聞
207,【追加開催】前回満席につき第2回開催決定 育成就労制度で大きく変わる「日本語教育」無料説明会,https://news.google.com/rss/articles/CBMiakFVX3lxTE9aNTI4X1d2NTVUcTBUa1otVzgtQllEZU1rVW5ESERnZ1BJVl9OeUtiT0dxMmV1cWs2MmZDYmJIdzY0ZFB0Y3M1QmlJcmhJMmZNb3lxX2N1VGd0WThBUG1uYnRPWm9scXNyNFE?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-09T02:15:27+00:00,2026-07-17T05:07:34.037231+00:00,ニュース（外国人・ビザ）,ニュース（日本語教育）;ニュース（外国人・ビザ）,8,日本語教育;育成就労,,【追加開催】前回満席につき第2回開催決定 育成就労制度で大きく変わる「日本語教育」無料説明会 ニコニコニュース
223,育成就労制度導入で変わる日本語教育、AI活用による低コスト高品質の実現,https://news.google.com/rss/articles/CBMiRkFVX3lxTE83aVJrMHJLZXdmUmlsQ2szS3RRQ1JEeXQyMzMzOTRMaG96dWU5UHc5UHdQWWowRkxoSVRtWlJ4Y3ltZDJmVWc?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-13T00:54:02+00:00,2026-07-17T05:07:34.037209+00:00,ニュース（外国人・ビザ）,ニュース（日本語教育）;ニュース（外国人・ビザ）,8,日本語教育;育成就労,,育成就労制度導入で変わる日本語教育、AI活用による低コスト高品質の実現 ニュースメディアVOIX
217,2027年4月「育成就労制度」スタートに伴う日本語教育の義務化へ対応、AIを活用した指導マニュアルで「低コスト×高品質」を実現,https://news.google.com/rss/articles/CBMiakFVX3lxTE9YQXNqdzBqNU9DRVdjZXBOUGtrNEpNZkZZSWFKWDh6YUduUjR6cVFRRjVuUlp0aWpSZFY4Yy1NdEw2TWpGNzBxV0VYQkViNlNWWGRqVUgtbjItcTNqdWJVY1V1RUlUMnNFWHc?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-12T01:45:00+00:00,2026-07-17T05:07:34.037183+00:00,ニュース（外国人・ビザ）,ニュース（日本語教育）;ニュース（外国人・ビザ）,8,日本語教育;育成就労,,2027年4月「育成就労制度」スタートに伴う日本語教育の義務化へ対応、AIを活用した指導マニュアルで「低コスト×高品質」を実現 Excite エキサイト
211,育成就労外国人の受入れにはJAIM入会が必須に｜工業製品製造業分野の対応ポイント,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5VX0RidlVHRm5PRm0xXzlVX2ZfanZCZHpXWGhPN05PcVpoN1RsRmtIWm1Ld2FDTlJlaXJac3RjXzU0a0N2bHpzdDdaTTNTVkNPVkYwSw?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-09T05:18:10+00:00,2026-07-17T05:07:34.037157+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,4,育成就労,,育成就労外国人の受入れにはJAIM入会が必須に｜工業製品製造業分野の対応ポイント エヌ・ビー・シー協同組合
235,育成就労協議会に加入義務 失踪対策、処遇改善に実効性,https://news.google.com/rss/articles/CBMigAFBVV95cUxPbGJ4aTNtS0dCY1lrOE1ENTFnWkM3aGp4U1ZNanY5aDRQWU9VWEh5WGFRRXZLMWlGdjlUYjRkeDBZdVNBT1ZGNG5pcjFnekl3RDNFeGgwUllUYkRxQllKSFdDQTh5WEEyQnJNVHFtcG1aZms0VjJ0bkVTanZJdElxMg?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-16T04:13:19+00:00,2026-07-17T05:07:34.037134+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）,4,育成就労,,育成就労協議会に加入義務 失踪対策、処遇改善に実効性 建通新聞
206,川崎市川崎区、外国人に100時間の日本語教育 育成就労の施行見据え,https://news.google.com/rss/articles/CBMibEFVX3lxTE15aGtGMVRpdmVfa25FVUlyVEtiVFNsNUlJOG4xU1UwTmFPOVlOQ0QwSEJlMlN1WFNyMTd4eWR5Y3JYOFNMbWd1MXptOHktdkhXZElNYjUySDZoRGwtRVhuZXllRGtOOEZQRVIxSA?oc=5,Google News: 育成就労 日本語,google_news,,2026-07-07T07:00:00+00:00,2026-07-17T05:07:34.037109+00:00,ニュース（外国人・ビザ）,ニュース（日本語教育）;ニュース（外国人・ビザ）,8,日本語教育;育成就労,,川崎市川崎区、外国人に100時間の日本語教育 育成就労の施行見据え 日本経済新聞
220,特定技能ドライバー／日本語eラーニング「ジャパニー」で技能評価試験の対策が可能に,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBqWmsyc1pZSzRFcWtfdmxTcHVGcG5ZMHZmUlRBRW1vRXhtZ2tkdWc2ZDM5OGczUWpVNzhXd2dJbEdSTjgza3N2cjFlbWRjdGRqdHBaZA?oc=5,Google News: 特定技能 日本語教育 支援,google_news,,2026-07-13T04:51:00+00:00,2026-07-17T05:07:34.037083+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）,4,特定技能,,特定技能ドライバー／日本語eラーニング「ジャパニー」で技能評価試験の対策が可能に トラックニュース
213,専門学校で学ぶ留学生が初の10万人超え、キャリア支援まで見据えた受け入れが重要に,https://news.google.com/rss/articles/CBMicEFVX3lxTE9NZ0oyaGhmY1A3RjRSei0zRmVTOXI1cDBQOTl0ZTk5dDlCMHNXcThINldVb25wRVd2eUcyWUhQSW5adnJBZW1uMmhrLXFXUFlzVlc2ZFUtbUFoOGx6X2hmbEFiTGlWQnUtZWo2WVdwNnQ?oc=5,Google News: 認定日本語教育機関 留学生,google_news,,2026-07-09T00:36:55+00:00,2026-07-17T05:07:34.037062+00:00,ニュース（日本語教育）,ニュース（日本語教育）;その他,3,留学生,,専門学校で学ぶ留学生が初の10万人超え、キャリア支援まで見据えた受け入れが重要に Between情報サイト
234,日本語教育機関を対象とした大学・入試説明会を実施しました - teikyo-u.ac.jp,https://news.google.com/rss/articles/CBMiWEFVX3lxTE5sQ0szYlRtUklkR0dPMkdRVjJid21wUTBmVzJxTnJMNF95dDdhcmVQMWRUTVRFQjVnVUJHakM1dVV1NS1BMHNJNnVWQmVkcHFscDY4RmpIcjQ?oc=5,Google News: 認定日本語教育機関 補助金,google_news,,2026-07-16T00:42:31+00:00,2026-07-17T05:07:34.037040+00:00,ニュース（日本語教育）,ニュース（日本語教育）;その他,4,日本語教育,,日本語教育機関を対象とした大学・入試説明会を実施しました teikyo-u.ac.jp
227,文部科学省委託「子どものための日本語教育研修」応募受付開始 ～外国人児童生徒..（認定NPO法人メタノイア プレスリリース）,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5qMk5BTEYxdnhKa1loX3lXMjV5bE9VTXhKMTc4c1JGZkxHMXBzb040eDY4dU40MVYxOEhwTDM0LVpLMm1UUmE5ZENxbUQtUGsyNnUxcA?oc=5,Google News: 日本語教育 委託事業,google_news,,2026-07-13T20:02:24+00:00,2026-07-17T05:07:34.037012+00:00,ニュース（日本語教育）,公募・補助金・プロポーザル;ニュース（日本語教育）,8,委託;日本語教育,,文部科学省委託「子どものための日本語教育研修」応募受付開始 ～外国人児童生徒..（認定NPO法人メタノイア プレスリリース） 財経新聞
219,【川崎区役所主催】就労分野の認定日本語教育機関による実証事業「就労者のための日本語講座」を実施します,https://news.google.com/rss/articles/CBMiakFVX3lxTFBTV2Rwc242YWxTS1NUYVQtdC1vcV9UQTlyM1I3ck0xN1N2WXFCS0ZPTTViNjlnek45QlpiY3BuT19SX04yRWN2S1RyNlNCbVBlX1hvUFdCRFAwbDl5LWhBT1FBcWtBTVZQeUE?oc=5,Google News: 日本語教育 委託 自治体,google_news,,2026-07-13T05:00:02+00:00,2026-07-17T05:07:34.036984+00:00,ニュース（日本語教育）,公募・補助金・プロポーザル;ニュース（日本語教育）,10,日本語教育;認定日本語教育機関,,【川崎区役所主催】就労分野の認定日本語教育機関による実証事業「就労者のための日本語講座」を実施します PR TIMES
231,株式会社明光キャリアパートナーズ 令和8年度広島県「外国人材日本語学習支援業務」を受託,https://news.google.com/rss/articles/CBMiakFVX3lxTE93QnhKVFV6ZGJKSm01alh4M24wVDkyZ1dPSkJ6amZ6YUJJVkJpSndDM2s5T1JSTnQ1Z1BlZkZDcWRKSXRuVmZZR1doVUVFc1VoMW1ZS1B6SUhUM3RjS3g4ZF9NaXZ2TXlfZHc?oc=5,Google News: 日本語教育 委託 自治体,google_news,,2026-07-15T00:00:02+00:00,2026-07-17T05:07:34.036962+00:00,ニュース（外国人・ビザ）,ニュース（外国人・ビザ）;その他,3,外国人材,,株式会社明光キャリアパートナーズ 令和8年度広島県「外国人材日本語学習支援業務」を受託 PR TIMES
230,北区日本語教育コーディネーター事業者公募［神戸市北区］神戸市会議員 堂下豊史,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBvQUR6Y2Y4RS1xQ2tna3NIdTN1WWdWN1lOTU9xNEJJbHZidVdHVDZJTy1ONWlFLVQ0VVFQcXREMTJfSmJDb29zbW1MVFVCRURFN28yQk1pU0VjN3NCTjBn?oc=5,Google News: 日本語教育 公募,google_news,,2026-07-15T12:27:58+00:00,2026-07-17T05:07:34.036925+00:00,公募・補助金・プロポーザル,公募・補助金・プロポーザル;ニュース（日本語教育）,8,公募;日本語教育,,北区日本語教育コーディネーター事業者公募［神戸市北区］神戸市会議員 堂下豊史 選挙ドットコム
